16.02	998.9	1.522	1.436	1.478	1.477	1.518	5.52	5.54	5.51	5.5	5.51	11.74	11.78	11.82	11.64	11.66
16.91	998.7	1.915	2.013	2.031	2.133	2.132	7.19	7.21	7.19	7.15	7.23	15.38	15.5	15.54	15.48	15.47
16.98	998.7	2.462	2.447	2.534	2.459	2.486	9.1	9.05	9.07	9.06	9.14	19.42	19.49	19.47	19.37	19.34
17.05	998.7	3.168	3.056	3.211	3.052	3.205	11.03	11.11	11.16	11.21	11.14	23.97	23.87	23.82	23.87	23.84
17.15	998.7	3.852	3.795	3.853	3.942	3.688	13.4	13.36	13.33	13.4	13.33	28.26	28.88	28.79	28.8	28.74
17.27	998.6	4.473	4.462	4.458	4.38	4.382	15.8	15.93	15.81	15.88	15.91	34.03	33.79	34.08	34.05	34.12
17.38	998.6	5.105	5.236	5.105	5.073	5.09	18.13	18.28	18.34	18.26	18.27	39.47	39.48	39.45	39.33	39.32
17.54	998.6	5.865	5.763	5.973	5.902	6.157	21.05	21.02	21.08	21.28	21.15	45.68	45.75	45.68	45.64	45.49
